State,State Code,Year,Year Code,Month,Month Code,Deaths
Georgia,13,2010,2010,"Jan., 2010",2010/01,52
Georgia,13,2010,2010,"Feb., 2010",2010/02,68
Georgia,13,2010,2010,"Mar., 2010",2010/03,54
Georgia,13,2010,2010,"Apr., 2010",2010/04,64
Georgia,13,2010,2010,"May, 2010",2010/05,52
Georgia,13,2010,2010,"Jun., 2010",2010/06,47
Georgia,13,2010,2010,"Jul., 2010",2010/07,73
Georgia,13,2010,2010,"Aug., 2010",2010/08,72
Georgia,13,2010,2010,"Sep., 2010",2010/09,55
Georgia,13,2010,2010,"Oct., 2010",2010/10,53
Georgia,13,2010,2010,"Nov., 2010",2010/11,60
Georgia,13,2010,2010,"Dec., 2010",2010/12,68
Georgia,13,2011,2011,"Jan., 2011",2011/01,77
Georgia,13,2011,2011,"Feb., 2011",2011/02,48
Georgia,13,2011,2011,"Mar., 2011",2011/03,47
Georgia,13,2011,2011,"Apr., 2011",2011/04,66
Georgia,13,2011,2011,"May, 2011",2011/05,68
Georgia,13,2011,2011,"Jun., 2011",2011/06,64
Georgia,13,2011,2011,"Jul., 2011",2011/07,63
Georgia,13,2011,2011,"Aug., 2011",2011/08,67
Georgia,13,2011,2011,"Sep., 2011",2011/09,62
Georgia,13,2011,2011,"Oct., 2011",2011/10,63
Georgia,13,2011,2011,"Nov., 2011",2011/11,63
Georgia,13,2011,2011,"Dec., 2011",2011/12,54
Georgia,13,2012,2012,"Jan., 2012",2012/01,61
Georgia,13,2012,2012,"Feb., 2012",2012/02,68
Georgia,13,2012,2012,"Mar., 2012",2012/03,64
Georgia,13,2012,2012,"Apr., 2012",2012/04,55
Georgia,13,2012,2012,"May, 2012",2012/05,66
Georgia,13,2012,2012,"Jun., 2012",2012/06,54
Georgia,13,2012,2012,"Jul., 2012",2012/07,57
Georgia,13,2012,2012,"Aug., 2012",2012/08,73
Georgia,13,2012,2012,"Sep., 2012",2012/09,65
Georgia,13,2012,2012,"Oct., 2012",2012/10,67
Georgia,13,2012,2012,"Nov., 2012",2012/11,56
Georgia,13,2012,2012,"Dec., 2012",2012/12,65
Georgia,13,2013,2013,"Jan., 2013",2013/01,64
Georgia,13,2013,2013,"Feb., 2013",2013/02,56
Georgia,13,2013,2013,"Mar., 2013",2013/03,57
Georgia,13,2013,2013,"Apr., 2013",2013/04,58
Georgia,13,2013,2013,"May, 2013",2013/05,69
Georgia,13,2013,2013,"Jun., 2013",2013/06,69
Georgia,13,2013,2013,"Jul., 2013",2013/07,52
Georgia,13,2013,2013,"Aug., 2013",2013/08,71
Georgia,13,2013,2013,"Sep., 2013",2013/09,52
Georgia,13,2013,2013,"Oct., 2013",2013/10,66
Georgia,13,2013,2013,"Nov., 2013",2013/11,66
Georgia,13,2013,2013,"Dec., 2013",2013/12,67
Georgia,13,2014,2014,"Jan., 2014",2014/01,70
Georgia,13,2014,2014,"Feb., 2014",2014/02,69
Georgia,13,2014,2014,"Mar., 2014",2014/03,67
Georgia,13,2014,2014,"Apr., 2014",2014/04,63
Georgia,13,2014,2014,"May, 2014",2014/05,66
Georgia,13,2014,2014,"Jun., 2014",2014/06,77
Georgia,13,2014,2014,"Jul., 2014",2014/07,76
Georgia,13,2014,2014,"Aug., 2014",2014/08,89
Georgia,13,2014,2014,"Sep., 2014",2014/09,60
Georgia,13,2014,2014,"Oct., 2014",2014/10,68
Georgia,13,2014,2014,"Nov., 2014",2014/11,69
Georgia,13,2014,2014,"Dec., 2014",2014/12,68
Georgia,13,2015,2015,"Jan., 2015",2015/01,71
Georgia,13,2015,2015,"Feb., 2015",2015/02,47
Georgia,13,2015,2015,"Mar., 2015",2015/03,76
Georgia,13,2015,2015,"Apr., 2015",2015/04,70
Georgia,13,2015,2015,"May, 2015",2015/05,81
Georgia,13,2015,2015,"Jun., 2015",2015/06,64
Georgia,13,2015,2015,"Jul., 2015",2015/07,87
Georgia,13,2015,2015,"Aug., 2015",2015/08,65
Georgia,13,2015,2015,"Sep., 2015",2015/09,68
Georgia,13,2015,2015,"Oct., 2015",2015/10,67
Georgia,13,2015,2015,"Nov., 2015",2015/11,58
Georgia,13,2015,2015,"Dec., 2015",2015/12,70
Georgia,13,2016,2016,"Jan., 2016",2016/01,69
Georgia,13,2016,2016,"Feb., 2016",2016/02,63
Georgia,13,2016,2016,"Mar., 2016",2016/03,74
Georgia,13,2016,2016,"Apr., 2016",2016/04,83
Georgia,13,2016,2016,"May, 2016",2016/05,66
Georgia,13,2016,2016,"Jun., 2016",2016/06,64
Georgia,13,2016,2016,"Jul., 2016",2016/07,83
Georgia,13,2016,2016,"Aug., 2016",2016/08,81
Georgia,13,2016,2016,"Sep., 2016",2016/09,72
Georgia,13,2016,2016,"Oct., 2016",2016/10,67
Georgia,13,2016,2016,"Nov., 2016",2016/11,70
Georgia,13,2016,2016,"Dec., 2016",2016/12,79
Hawaii,15,2004,2004,"Oct., 2004",2004/10,10
Idaho,16,1999,1999,"Feb., 1999",1999/02,11
Idaho,16,1999,1999,"Mar., 1999",1999/03,11
Idaho,16,1999,1999,"Apr., 1999",1999/04,17
Idaho,16,1999,1999,"Jun., 1999",1999/06,12
Idaho,16,1999,1999,"Jul., 1999",1999/07,14
Idaho,16,1999,1999,"Sep., 1999",1999/09,12
Idaho,16,1999,1999,"Oct., 1999",1999/10,13
Idaho,16,1999,1999,"Dec., 1999",1999/12,10
Idaho,16,2000,2000,"Jan., 2000",2000/01,10
Idaho,16,2000,2000,"Jun., 2000",2000/06,10
Idaho,16,2000,2000,"Aug., 2000",2000/08,10
Idaho,16,2000,2000,"Sep., 2000",2000/09,14
Idaho,16,2000,2000,"Oct., 2000",2000/10,14
Idaho,16,2001,2001,"Jan., 2001",2001/01,11
Idaho,16,2001,2001,"Mar., 2001",2001/03,10
Idaho,16,2001,2001,"Apr., 2001",2001/04,10
Idaho,16,2001,2001,"May, 2001",2001/05,10
Idaho,16,2001,2001,"Jun., 2001",2001/06,15
Idaho,16,2001,2001,"Jul., 2001",2001/07,12
Idaho,16,2001,2001,"Aug., 2001",2001/08,20
Idaho,16,2001,2001,"Sep., 2001",2001/09,16
Idaho,16,2002,2002,"Mar., 2002",2002/03,11
Idaho,16,2002,2002,"May, 2002",2002/05,18
Idaho,16,2002,2002,"Jun., 2002",2002/06,13
Idaho,16,2002,2002,"Jul., 2002",2002/07,14
Idaho,16,2002,2002,"Aug., 2002",2002/08,15
Idaho,16,2002,2002,"Sep., 2002",2002/09,12
Idaho,16,2002,2002,"Oct., 2002",2002/10,12
Idaho,16,2002,2002,"Dec., 2002",2002/12,12
Idaho,16,2003,2003,"Jan., 2003",2003/01,15
Idaho,16,2003,2003,"Feb., 2003",2003/02,11
Idaho,16,2003,2003,"Mar., 2003",2003/03,10
Idaho,16,2003,2003,"May, 2003",2003/05,17
Idaho,16,2003,2003,"Jun., 2003",2003/06,17
Idaho,16,2003,2003,"Jul., 2003",2003/07,17
Idaho,16,2003,2003,"Aug., 2003",2003/08,12
Idaho,16,2003,2003,"Sep., 2003",2003/09,11
Idaho,16,2004,2004,"Jan., 2004",2004/01,13
Idaho,16,2004,2004,"Feb., 2004",2004/02,10
Idaho,16,2004,2004,"Mar., 2004",2004/03,10
Idaho,16,2004,2004,"May, 2004",2004/05,13
Idaho,16,2004,2004,"Jul., 2004",2004/07,28
Idaho,16,2004,2004,"Sep., 2004",2004/09,13
Idaho,16,2004,2004,"Oct., 2004",2004/10,10
Idaho,16,2004,2004,"Nov., 2004",2004/11,16
Idaho,16,2004,2004,"Dec., 2004",2004/12,16
Idaho,16,2005,2005,"Feb., 2005",2005/02,11
Idaho,16,2005,2005,"Apr., 2005",2005/04,19
Idaho,16,2005,2005,"May, 2005",2005/05,15
Idaho,16,2005,2005,"Jun., 2005",2005/06,11
Idaho,16,2005,2005,"Jul., 2005",2005/07,17
Idaho,16,2005,2005,"Aug., 2005",2005/08,16
Idaho,16,2005,2005,"Oct., 2005",2005/10,19
Idaho,16,2005,2005,"Nov., 2005",2005/11,14
Idaho,16,2005,2005,"Dec., 2005",2005/12,14
Idaho,16,2006,2006,"Jan., 2006",2006/01,10
Idaho,16,2006,2006,"Feb., 2006",2006/02,16
Idaho,16,2006,2006,"Apr., 2006",2006/04,10
Idaho,16,2006,2006,"May, 2006",2006/05,14
Idaho,16,2006,2006,"Jun., 2006",2006/06,10
Idaho,16,2006,2006,"Jul., 2006",2006/07,14
Idaho,16,2006,2006,"Aug., 2006",2006/08,12
Idaho,16,2006,2006,"Sep., 2006",2006/09,11
Idaho,16,2006,2006,"Oct., 2006",2006/10,13
Idaho,16,2006,2006,"Nov., 2006",2006/11,10
Idaho,16,2006,2006,"Dec., 2006",2006/12,17
Idaho,16,2007,2007,"Jan., 2007",2007/01,13
Idaho,16,2007,2007,"Mar., 2007",2007/03,15
Idaho,16,2007,2007,"Apr., 2007",2007/04,12
Idaho,16,2007,2007,"May, 2007",2007/05,21
Idaho,16,2007,2007,"Jun., 2007",2007/06,14
Idaho,16,2007,2007,"Jul., 2007",2007/07,18
Idaho,16,2007,2007,"Sep., 2007",2007/09,10
Idaho,16,2007,2007,"Oct., 2007",2007/10,11
Idaho,16,2007,2007,"Nov., 2007",2007/11,11
Idaho,16,2008,2008,"Jan., 2008",2008/01,12
Idaho,16,2008,2008,"Feb., 2008",2008/02,14
Idaho,16,2008,2008,"Mar., 2008",2008/03,12
Idaho,16,2008,2008,"Apr., 2008",2008/04,12
Idaho,16,2008,2008,"May, 2008",2008/05,12
Idaho,16,2008,2008,"Jun., 2008",2008/06,16
Idaho,16,2008,2008,"Aug., 2008",2008/08,14
Idaho,16,2008,2008,"Sep., 2008",2008/09,11
Idaho,16,2008,2008,"Oct., 2008",2008/10,15
Idaho,16,2008,2008,"Nov., 2008",2008/11,15
Idaho,16,2009,2009,"Jan., 2009",2009/01,17
Idaho,16,2009,2009,"Feb., 2009",2009/02,15
Idaho,16,2009,2009,"Apr., 2009",2009/04,13
Idaho,16,2009,2009,"May, 2009",2009/05,11
Idaho,16,2009,2009,"Jun., 2009",2009/06,24
Idaho,16,2009,2009,"Jul., 2009",2009/07,12
Idaho,16,2009,2009,"Aug., 2009",2009/08,13
Idaho,16,2009,2009,"Sep., 2009",2009/09,24
Idaho,16,2009,2009,"Oct., 2009",2009/10,10
Idaho,16,2009,2009,"Nov., 2009",2009/11,11
Idaho,16,2009,2009,"Dec., 2009",2009/12,17
Idaho,16,2010,2010,"Jan., 2010",2010/01,21
Idaho,16,2010,2010,"Feb., 2010",2010/02,10
Idaho,16,2010,2010,"Mar., 2010",2010/03,19
Idaho,16,2010,2010,"Apr., 2010",2010/04,16
Idaho,16,2010,2010,"May, 2010",2010/05,10
Idaho,16,2010,2010,"Jun., 2010",2010/06,13
Idaho,16,2010,2010,"Jul., 2010",2010/07,11
Idaho,16,2010,2010,"Aug., 2010",2010/08,22
Idaho,16,2010,2010,"Sep., 2010",2010/09,11
Idaho,16,2010,2010,"Oct., 2010",2010/10,22
Idaho,16,2010,2010,"Nov., 2010",2010/11,13
Idaho,16,2010,2010,"Dec., 2010",2010/12,14
Idaho,16,2011,2011,"Jan., 2011",2011/01,14
Idaho,16,2011,2011,"Feb., 2011",2011/02,15
Idaho,16,2011,2011,"Mar., 2011",2011/03,13
Idaho,16,2011,2011,"Apr., 2011",2011/04,10
Idaho,16,2011,2011,"May, 2011",2011/05,16
Idaho,16,2011,2011,"Jun., 2011",2011/06,14
Idaho,16,2011,2011,"Jul., 2011",2011/07,13
Idaho,16,2011,2011,"Aug., 2011",2011/08,11
Idaho,16,2011,2011,"Sep., 2011",2011/09,11
Idaho,16,2011,2011,"Oct., 2011",2011/10,15
Idaho,16,2011,2011,"Nov., 2011",2011/11,16
Idaho,16,2011,2011,"Dec., 2011",2011/12,19
Idaho,16,2012,2012,"Jan., 2012",2012/01,14
Idaho,16,2012,2012,"Feb., 2012",2012/02,13
Idaho,16,2012,2012,"Mar., 2012",2012/03,17
Idaho,16,2012,2012,"Apr., 2012",2012/04,19
Idaho,16,2012,2012,"May, 2012",2012/05,20
Idaho,16,2012,2012,"Jun., 2012",2012/06,11
Idaho,16,2012,2012,"Jul., 2012",2012/07,13
Idaho,16,2012,2012,"Aug., 2012",2012/08,15
Idaho,16,2012,2012,"Sep., 2012",2012/09,15
Idaho,16,2012,2012,"Oct., 2012",2012/10,16
Idaho,16,2012,2012,"Nov., 2012",2012/11,17
Idaho,16,2013,2013,"Jan., 2013",2013/01,22
Idaho,16,2013,2013,"Feb., 2013",2013/02,16
Idaho,16,2013,2013,"Mar., 2013",2013/03,26
Idaho,16,2013,2013,"Apr., 2013",2013/04,21
Idaho,16,2013,2013,"May, 2013",2013/05,20
Idaho,16,2013,2013,"Jun., 2013",2013/06,11
Idaho,16,2013,2013,"Jul., 2013",2013/07,20
Idaho,16,2013,2013,"Aug., 2013",2013/08,15
Idaho,16,2013,2013,"Oct., 2013",2013/10,14
Idaho,16,2013,2013,"Nov., 2013",2013/11,16
Idaho,16,2013,2013,"Dec., 2013",2013/12,10
Idaho,16,2014,2014,"Jan., 2014",2014/01,17
Idaho,16,2014,2014,"Mar., 2014",2014/03,18
Idaho,16,2014,2014,"Apr., 2014",2014/04,12
Idaho,16,2014,2014,"May, 2014",2014/05,15
Idaho,16,2014,2014,"Jun., 2014",2014/06,12
Idaho,16,2014,2014,"Jul., 2014",2014/07,13
Idaho,16,2014,2014,"Aug., 2014",2014/08,20
Idaho,16,2014,2014,"Sep., 2014",2014/09,20
Idaho,16,2014,2014,"Oct., 2014",2014/10,18
Idaho,16,2014,2014,"Nov., 2014",2014/11,17
Idaho,16,2014,2014,"Dec., 2014",2014/12,11
Idaho,16,2015,2015,"Jan., 2015",2015/01,13
Idaho,16,2015,2015,"Feb., 2015",2015/02,17
Idaho,16,2015,2015,"Mar., 2015",2015/03,12
Idaho,16,2015,2015,"Apr., 2015",2015/04,33
Idaho,16,2015,2015,"May, 2015",2015/05,22
Idaho,16,2015,2015,"Jun., 2015",2015/06,21
Idaho,16,2015,2015,"Jul., 2015",2015/07,16
Idaho,16,2015,2015,"Aug., 2015",2015/08,17
Idaho,16,2015,2015,"Sep., 2015",2015/09,13
Idaho,16,2015,2015,"Oct., 2015",2015/10,21
Idaho,16,2015,2015,"Nov., 2015",2015/11,17
Idaho,16,2015,2015,"Dec., 2015",2015/12,13
Idaho,16,2016,2016,"Jan., 2016",2016/01,16
Idaho,16,2016,2016,"Feb., 2016",2016/02,22
Idaho,16,2016,2016,"Mar., 2016",2016/03,19
Idaho,16,2016,2016,"Apr., 2016",2016/04,17
Idaho,16,2016,2016,"May, 2016",2016/05,18
Idaho,16,2016,2016,"Jun., 2016",2016/06,14
Idaho,16,2016,2016,"Jul., 2016",2016/07,19
Idaho,16,2016,2016,"Aug., 2016",2016/08,25
Idaho,16,2016,2016,"Sep., 2016",2016/09,12
Idaho,16,2016,2016,"Oct., 2016",2016/10,21
Idaho,16,2016,2016,"Nov., 2016",2016/11,14
Idaho,16,2016,2016,"Dec., 2016",2016/12,18
Illinois,17,1999,1999,"Jan., 1999",1999/01,42
Illinois,17,1999,1999,"Feb., 1999",1999/02,36
Illinois,17,1999,1999,"Mar., 1999",1999/03,44
Illinois,17,1999,1999,"Apr., 1999",1999/04,38
Illinois,17,1999,1999,"May, 1999",1999/05,38
Illinois,17,1999,1999,"Jun., 1999",1999/06,44
Illinois,17,1999,1999,"Jul., 1999",1999/07,42
Illinois,17,1999,1999,"Aug., 1999",1999/08,30
Illinois,17,1999,1999,"Sep., 1999",1999/09,37
Illinois,17,1999,1999,"Oct., 1999",1999/10,52
Illinois,17,1999,1999,"Nov., 1999",1999/11,41
Illinois,17,1999,1999,"Dec., 1999",1999/12,37
Illinois,17,2000,2000,"Jan., 2000",2000/01,32
Illinois,17,2000,2000,"Feb., 2000",2000/02,36
Illinois,17,2000,2000,"Mar., 2000",2000/03,33
Illinois,17,2000,2000,"Apr., 2000",2000/04,32
Illinois,17,2000,2000,"May, 2000",2000/05,50
Illinois,17,2000,2000,"Jun., 2000",2000/06,40
Illinois,17,2000,2000,"Jul., 2000",2000/07,39
Illinois,17,2000,2000,"Aug., 2000",2000/08,37
Illinois,17,2000,2000,"Sep., 2000",2000/09,35
Illinois,17,2000,2000,"Oct., 2000",2000/10,39
Illinois,17,2000,2000,"Nov., 2000",2000/11,27
Illinois,17,2000,2000,"Dec., 2000",2000/12,33
Illinois,17,2001,2001,"Jan., 2001",2001/01,33
Illinois,17,2001,2001,"Feb., 2001",2001/02,41
Illinois,17,2001,2001,"Mar., 2001",2001/03,48
Illinois,17,2001,2001,"Apr., 2001",2001/04,42
Illinois,17,2001,2001,"May, 2001",2001/05,46
Illinois,17,2001,2001,"Jun., 2001",2001/06,44
Illinois,17,2001,2001,"Jul., 2001",2001/07,42
Illinois,17,2001,2001,"Aug., 2001",2001/08,45
Illinois,17,2001,2001,"Sep., 2001",2001/09,44
Illinois,17,2001,2001,"Oct., 2001",2001/10,49
Illinois,17,2001,2001,"Nov., 2001",2001/11,31
Illinois,17,2001,2001,"Dec., 2001",2001/12,42
Illinois,17,2002,2002,"Jan., 2002",2002/01,45
Illinois,17,2002,2002,"Feb., 2002",2002/02,39
Illinois,17,2002,2002,"Mar., 2002",2002/03,27
Illinois,17,2002,2002,"Apr., 2002",2002/04,43
Illinois,17,2002,2002,"May, 2002",2002/05,53
Illinois,17,2002,2002,"Jun., 2002",2002/06,37
Illinois,17,2002,2002,"Jul., 2002",2002/07,41
Illinois,17,2002,2002,"Aug., 2002",2002/08,36
Illinois,17,2002,2002,"Sep., 2002",2002/09,50
Illinois,17,2002,2002,"Oct., 2002",2002/10,32
Illinois,17,2002,2002,"Nov., 2002",2002/11,31
Illinois,17,2002,2002,"Dec., 2002",2002/12,37
Illinois,17,2003,2003,"Jan., 2003",2003/01,46
Illinois,17,2003,2003,"Feb., 2003",2003/02,28
Illinois,17,2003,2003,"Mar., 2003",2003/03,32
Illinois,17,2003,2003,"Apr., 2003",2003/04,35
Illinois,17,2003,2003,"May, 2003",2003/05,42
Illinois,17,2003,2003,"Jun., 2003",2003/06,41
Illinois,17,2003,2003,"Jul., 2003",2003/07,36
Illinois,17,2003,2003,"Aug., 2003",2003/08,50
Illinois,17,2003,2003,"Sep., 2003",2003/09,30
Illinois,17,2003,2003,"Oct., 2003",2003/10,30
Illinois,17,2003,2003,"Nov., 2003",2003/11,21
Illinois,17,2003,2003,"Dec., 2003",2003/12,15
Illinois,17,2004,2004,"Jan., 2004",2004/01,45
Illinois,17,2004,2004,"Feb., 2004",2004/02,26
Illinois,17,2004,2004,"Mar., 2004",2004/03,29
Illinois,17,2004,2004,"Apr., 2004",2004/04,28
Illinois,17,2004,2004,"May, 2004",2004/05,42
Illinois,17,2004,2004,"Jun., 2004",2004/06,30
Illinois,17,2004,2004,"Jul., 2004",2004/07,26
Illinois,17,2004,2004,"Aug., 2004",2004/08,26
Illinois,17,2004,2004,"Sep., 2004",2004/09,40
Illinois,17,2004,2004,"Oct., 2004",2004/10,25
Illinois,17,2004,2004,"Nov., 2004",2004/11,27
Illinois,17,2004,2004,"Dec., 2004",2004/12,43
Illinois,17,2005,2005,"Jan., 2005",2005/01,31
Illinois,17,2005,2005,"Feb., 2005",2005/02,29
Illinois,17,2005,2005,"Mar., 2005",2005/03,31
Illinois,17,2005,2005,"Apr., 2005",2005/04,44
Illinois,17,2005,2005,"May, 2005",2005/05,31
Illinois,17,2005,2005,"Jun., 2005",2005/06,37
Illinois,17,2005,2005,"Jul., 2005",2005/07,39
Illinois,17,2005,2005,"Aug., 2005",2005/08,39
Illinois,17,2005,2005,"Sep., 2005",2005/09,38
Illinois,17,2005,2005,"Oct., 2005",2005/10,31
Illinois,17,2005,2005,"Nov., 2005",2005/11,41
Illinois,17,2005,2005,"Dec., 2005",2005/12,34
Illinois,17,2006,2006,"Jan., 2006",2006/01,22
Illinois,17,2006,2006,"Feb., 2006",2006/02,34
Illinois,17,2006,2006,"Mar., 2006",2006/03,30
Illinois,17,2006,2006,"Apr., 2006",2006/04,31
Illinois,17,2006,2006,"May, 2006",2006/05,30
Illinois,17,2006,2006,"Jun., 2006",2006/06,36
Illinois,17,2006,2006,"Jul., 2006",2006/07,40
Illinois,17,2006,2006,"Aug., 2006",2006/08,21
Illinois,17,2006,2006,"Sep., 2006",2006/09,36
Illinois,17,2006,2006,"Oct., 2006",2006/10,37
Illinois,17,2006,2006,"Nov., 2006",2006/11,32
Illinois,17,2006,2006,"Dec., 2006",2006/12,25
Illinois,17,2007,2007,"Jan., 2007",2007/01,33
Illinois,17,2007,2007,"Feb., 2007",2007/02,37
Illinois,17,2007,2007,"Mar., 2007",2007/03,37
Illinois,17,2007,2007,"Apr., 2007",2007/04,54
Illinois,17,2007,2007,"May, 2007",2007/05,41
Illinois,17,2007,2007,"Jun., 2007",2007/06,26
Illinois,17,2007,2007,"Jul., 2007",2007/07,41
Illinois,17,2007,2007,"Aug., 2007",2007/08,29
Illinois,17,2007,2007,"Sep., 2007",2007/09,27
Illinois,17,2007,2007,"Oct., 2007",2007/10,38
Illinois,17,2007,2007,"Nov., 2007",2007/11,29
Illinois,17,2007,2007,"Dec., 2007",2007/12,31
Illinois,17,2008,2008,"Jan., 2008",2008/01,48
Illinois,17,2008,2008,"Feb., 2008",2008/02,35
Illinois,17,2008,2008,"Mar., 2008",2008/03,38
Illinois,17,2008,2008,"Apr., 2008",2008/04,47
Illinois,17,2008,2008,"May, 2008",2008/05,37
Illinois,17,2008,2008,"Jun., 2008",2008/06,33
Illinois,17,2008,2008,"Jul., 2008",2008/07,31
Illinois,17,2008,2008,"Aug., 2008",2008/08,40
Illinois,17,2008,2008,"Sep., 2008",2008/09,26
Illinois,17,2008,2008,"Oct., 2008",2008/10,39
Illinois,17,2008,2008,"Nov., 2008",2008/11,33
Illinois,17,2008,2008,"Dec., 2008",2008/12,33
Illinois,17,2009,2009,"Jan., 2009",2009/01,41
Illinois,17,2009,2009,"Feb., 2009",2009/02,29
Illinois,17,2009,2009,"Mar., 2009",2009/03,36
Illinois,17,2009,2009,"Apr., 2009",2009/04,34
Illinois,17,2009,2009,"May, 2009",2009/05,31
Illinois,17,2009,2009,"Jun., 2009",2009/06,41
Illinois,17,2009,2009,"Jul., 2009",2009/07,36
Illinois,17,2009,2009,"Aug., 2009",2009/08,40
Illinois,17,2009,2009,"Sep., 2009",2009/09,32
Illinois,17,2009,2009,"Oct., 2009",2009/10,26
Illinois,17,2009,2009,"Nov., 2009",2009/11,34
Illinois,17,2009,2009,"Dec., 2009",2009/12,22
Illinois,17,2010,2010,"Jan., 2010",2010/01,46
Illinois,17,2010,2010,"Feb., 2010",2010/02,28
Illinois,17,2010,2010,"Mar., 2010",2010/03,43
Illinois,17,2010,2010,"Apr., 2010",2010/04,37
Illinois,17,2010,2010,"May, 2010",2010/05,35
Illinois,17,2010,2010,"Jun., 2010",2010/06,43
Illinois,17,2010,2010,"Jul., 2010",2010/07,37
Illinois,17,2010,2010,"Aug., 2010",2010/08,44
Illinois,17,2010,2010,"Sep., 2010",2010/09,35
Illinois,17,2010,2010,"Oct., 2010",2010/10,31
Illinois,17,2010,2010,"Nov., 2010",2010/11,31
Illinois,17,2010,2010,"Dec., 2010",2010/12,32
Illinois,17,2011,2011,"Jan., 2011",2011/01,43
Illinois,17,2011,2011,"Feb., 2011",2011/02,37
Illinois,17,2011,2011,"Mar., 2011",2011/03,38
Illinois,17,2011,2011,"Apr., 2011",2011/04,35
Illinois,17,2011,2011,"May, 2011",2011/05,43
Illinois,17,2011,2011,"Jun., 2011",2011/06,43
Illinois,17,2011,2011,"Jul., 2011",2011/07,46
Illinois,17,2011,2011,"Aug., 2011",2011/08,33
Illinois,17,2011,2011,"Sep., 2011",2011/09,39
Illinois,17,2011,2011,"Oct., 2011",2011/10,37
Illinois,17,2011,2011,"Nov., 2011",2011/11,34
Illinois,17,2011,2011,"Dec., 2011",2011/12,33
Illinois,17,2012,2012,"Jan., 2012",2012/01,41
Illinois,17,2012,2012,"Feb., 2012",2012/02,36
Illinois,17,2012,2012,"Mar., 2012",2012/03,49
Illinois,17,2012,2012,"Apr., 2012",2012/04,41
Illinois,17,2012,2012,"May, 2012",2012/05,47
Illinois,17,2012,2012,"Jun., 2012",2012/06,39
Illinois,17,2012,2012,"Jul., 2012",2012/07,38
Illinois,17,2012,2012,"Aug., 2012",2012/08,43
Illinois,17,2012,2012,"Sep., 2012",2012/09,35
Illinois,17,2012,2012,"Oct., 2012",2012/10,47
Illinois,17,2012,2012,"Nov., 2012",2012/11,36
Illinois,17,2012,2012,"Dec., 2012",2012/12,39
Illinois,17,2013,2013,"Jan., 2013",2013/01,38
Illinois,17,2013,2013,"Feb., 2013",2013/02,34
Illinois,17,2013,2013,"Mar., 2013",2013/03,37
Illinois,17,2013,2013,"Apr., 2013",2013/04,57
Illinois,17,2013,2013,"May, 2013",2013/05,40
Illinois,17,2013,2013,"Jun., 2013",2013/06,47
Illinois,17,2013,2013,"Jul., 2013",2013/07,43
Illinois,17,2013,2013,"Aug., 2013",2013/08,40
Illinois,17,2013,2013,"Sep., 2013",2013/09,38
Illinois,17,2013,2013,"Oct., 2013",2013/10,35
Illinois,17,2013,2013,"Nov., 2013",2013/11,50
Illinois,17,2013,2013,"Dec., 2013",2013/12,38
Illinois,17,2014,2014,"Jan., 2014",2014/01,40
Illinois,17,2014,2014,"Feb., 2014",2014/02,30
Illinois,17,2014,2014,"Mar., 2014",2014/03,33
Illinois,17,2014,2014,"Apr., 2014",2014/04,54
Illinois,17,2014,2014,"May, 2014",2014/05,44
Illinois,17,2014,2014,"Jun., 2014",2014/06,45
Illinois,17,2014,2014,"Jul., 2014",2014/07,61
Illinois,17,2014,2014,"Aug., 2014",2014/08,51
Illinois,17,2014,2014,"Sep., 2014",2014/09,44
Illinois,17,2014,2014,"Oct., 2014",2014/10,32
Illinois,17,2014,2014,"Nov., 2014",2014/11,59
Illinois,17,2014,2014,"Dec., 2014",2014/12,41
Illinois,17,2015,2015,"Jan., 2015",2015/01,37
Illinois,17,2015,2015,"Feb., 2015",2015/02,38
Illinois,17,2015,2015,"Mar., 2015",2015/03,48
Illinois,17,2015,2015,"Apr., 2015",2015/04,42
Illinois,17,2015,2015,"May, 2015",2015/05,49
Illinois,17,2015,2015,"Jun., 2015",2015/06,35
Illinois,17,2015,2015,"Jul., 2015",2015/07,50
Illinois,17,2015,2015,"Aug., 2015",2015/08,35
Illinois,17,2015,2015,"Sep., 2015",2015/09,36
Illinois,17,2015,2015,"Oct., 2015",2015/10,43
Illinois,17,2015,2015,"Nov., 2015",2015/11,42
Illinois,17,2015,2015,"Dec., 2015",2015/12,40
Illinois,17,2016,2016,"Jan., 2016",2016/01,53
Illinois,17,2016,2016,"Feb., 2016",2016/02,35
Illinois,17,2016,2016,"Mar., 2016",2016/03,36
Illinois,17,2016,2016,"Apr., 2016",2016/04,47
Illinois,17,2016,2016,"May, 2016",2016/05,37
Illinois,17,2016,2016,"Jun., 2016",2016/06,40
Illinois,17,2016,2016,"Jul., 2016",2016/07,47
Illinois,17,2016,2016,"Aug., 2016",2016/08,59
Illinois,17,2016,2016,"Sep., 2016",2016/09,33
Illinois,17,2016,2016,"Oct., 2016",2016/10,45
Illinois,17,2016,2016,"Nov., 2016",2016/11,38
Illinois,17,2016,2016,"Dec., 2016",2016/12,36
Indiana,18,1999,1999,"Jan., 1999",1999/01,30
Indiana,18,1999,1999,"Feb., 1999",1999/02,43
Indiana,18,1999,1999,"Mar., 1999",1999/03,35
Indiana,18,1999,1999,"Apr., 1999",1999/04,35
Indiana,18,1999,1999,"May, 1999",1999/05,35
Indiana,18,1999,1999,"Jun., 1999",1999/06,31
